dataset,configuration_id,E,L,R,depth,normalized_prepared_state_energy,prepared_state_energy,prepared_state_fidelity,prepared_state_infidelity,rms_exact_gradient
independent_seed,1,0,0,0,1,0.4850240423541658,-0.1026462347326346,0.0468440259152431,0.9531559740847568,0.06275129631785228
independent_seed,1,0,0,0,2,0.5213527216569093,0.1463530100183872,0.0634675878311799,0.93653241216882,0.07007100275424677
independent_seed,1,0,0,0,3,0.5441944424434197,0.3029117215877703,0.0379122926514395,0.9620877073485604,0.041586333026996825
independent_seed,1,0,0,0,4,0.4571629137073396,-0.2936083099888888,0.0962379865732728,0.9037620134267272,0.05288229963613395
independent_seed,1,0,0,0,6,0.4871461270973636,-0.0881013212236537,0.0712911940048454,0.9287088059951544,0.040826397006024306
independent_seed,2,1,0,0,1,0.4836509864500363,-0.1120572535114913,0.063808367660262,0.936191632339738,0.06930049123452625
independent_seed,2,1,0,0,2,0.5038799998508169,0.0265937835074151,0.0490429542944434,0.9509570457055564,0.05516680620863198
independent_seed,2,1,0,0,3,0.5098353372004639,0.0674120717237908,0.0380663697447436,0.9619336302552562,0.03805078098185963
independent_seed,2,1,0,0,4,0.5127603105292315,0.0874600383374577,0.0641271114292778,0.935872888570722,0.045103500631961474
independent_seed,2,1,0,0,6,0.4914931400789049,-0.0583065978783177,0.0604080575602153,0.9395919424397846,0.04548882422213956
independent_seed,3,0,1,0,1,0.4850240423541658,-0.1026462347326346,0.0468440259152431,0.9531559740847568,0.09649984725606403
independent_seed,3,0,1,0,2,0.5213527216569093,0.1463530100183872,0.0634675878311799,0.93653241216882,0.08640211889356293
independent_seed,3,0,1,0,3,0.5441944424434197,0.3029117215877703,0.0379122926514395,0.9620877073485604,0.07382601397207282
independent_seed,3,0,1,0,4,0.4571629137073396,-0.2936083099888888,0.0962379865732728,0.9037620134267272,0.05866433914265467
independent_seed,3,0,1,0,6,0.4871461270973636,-0.0881013212236537,0.0712911940048454,0.9287088059951544,0.04505848325086087
independent_seed,4,0,0,1,1,0.4850240423541658,-0.1026462347326346,0.0468440259152431,0.9531559740847568,0.06275129631785228
independent_seed,4,0,0,1,2,0.5213527216569093,0.1463530100183872,0.0634675878311799,0.93653241216882,0.07007100275424677
independent_seed,4,0,0,1,3,0.5537071832731149,0.3681126957923962,0.0321700608090812,0.9678299391909186,0.04473369868320896
independent_seed,4,0,0,1,4,0.4560893153289072,-0.300966826470258,0.0882993391168247,0.9117006608831754,0.07511570847932333
independent_seed,4,0,0,1,6,0.4868357119960332,-0.0902289274915956,0.0789046547943988,0.9210953452056012,0.05471367083843669
independent_seed,5,1,1,0,1,0.4836509864500363,-0.1120572535114913,0.063808367660262,0.936191632339738,0.09737210070243543
independent_seed,5,1,1,0,2,0.5038799998508169,0.0265937835074151,0.0490429542944434,0.9509570457055564,0.07832371177978646
independent_seed,5,1,1,0,3,0.5098353372004639,0.0674120717237908,0.0380663697447436,0.9619336302552562,0.07883437827572247
independent_seed,5,1,1,0,4,0.5127603105292315,0.0874600383374577,0.0641271114292778,0.935872888570722,0.06605228616308612
independent_seed,5,1,1,0,6,0.4914931400789049,-0.0583065978783177,0.0604080575602153,0.9395919424397846,0.06115042680553597
independent_seed,6,1,0,1,1,0.4836509864500363,-0.1120572535114913,0.063808367660262,0.936191632339738,0.06930049123452625
independent_seed,6,1,0,1,2,0.5038799998508169,0.0265937835074151,0.0490429542944434,0.9509570457055564,0.05516680620863198
independent_seed,6,1,0,1,3,0.486781816234334,-0.090598332716777,0.0584174298493873,0.9415825701506126,0.05510302464894757
independent_seed,6,1,0,1,4,0.5257250362304574,0.1763211522003452,0.0528348457528884,0.9471651542471116,0.05054177087504168
independent_seed,6,1,0,1,6,0.4660626208288766,-0.2326091106152783,0.069717693563434,0.9302823064365658,0.05757626842428452
independent_seed,7,0,1,1,1,0.4850240423541658,-0.1026462347326346,0.0468440259152431,0.9531559740847568,0.09649984725606403
independent_seed,7,0,1,1,2,0.5213527216569093,0.1463530100183872,0.0634675878311799,0.93653241216882,0.08640211889356293
independent_seed,7,0,1,1,3,0.5537071832731149,0.3681126957923962,0.0321700608090812,0.9678299391909186,0.08041770363726586
independent_seed,7,0,1,1,4,0.4560893153289072,-0.300966826470258,0.0882993391168247,0.9117006608831754,0.08044860220997682
independent_seed,7,0,1,1,6,0.4868357119960332,-0.0902289274915956,0.0789046547943988,0.9210953452056012,0.05483168898046037
independent_seed,8,1,1,1,1,0.4836509864500363,-0.1120572535114913,0.063808367660262,0.936191632339738,0.09737210070243543
independent_seed,8,1,1,1,2,0.5038799998508169,0.0265937835074151,0.0490429542944434,0.9509570457055564,0.07832371177978646
independent_seed,8,1,1,1,3,0.486781816234334,-0.090598332716777,0.0584174298493873,0.9415825701506126,0.09053181462177885
independent_seed,8,1,1,1,4,0.5257250362304574,0.1763211522003452,0.0528348457528884,0.9471651542471116,0.07541756921746229
independent_seed,8,1,1,1,6,0.4660626208288766,-0.2326091106152783,0.069717693563434,0.9302823064365658,0.08485085855901126
original,1,0,0,0,1,0.5196022924551632,0.134355448929179,0.0467208321185198,0.95327916788148,0.0692260798908368
original,1,0,0,0,2,0.4801135952760086,-0.1363027737898823,0.0817185084866797,0.9182814915133204,0.078852194335134
original,1,0,0,0,3,0.4729568666694561,-0.1853554795893206,0.073824160561804,0.926175839438196,0.06852865813642513
original,1,0,0,0,4,0.4630539649104437,-0.2532306434038072,0.0644346017280046,0.9355653982719953,0.04583446219420445
original,1,0,0,0,6,0.5440172418457516,0.3016971766102031,0.0523765417260678,0.9476234582739324,0.03605612298333823
original,2,1,0,0,1,0.522026690220705,0.1509724365043476,0.0337853686607316,0.9662146313392684,0.05740211089827005
original,2,1,0,0,2,0.4663559467181039,-0.2305986349721952,0.0788247970970145,0.9211752029029856,0.06384565962037854
original,2,1,0,0,3,0.5088378350436215,0.0605751239332741,0.061899711181228,0.9381002888187718,0.05101671763250877
original,2,1,0,0,4,0.5274080068606805,0.1878563476411562,0.0539820691646284,0.9460179308353714,0.042113793228749044
original,2,1,0,0,6,0.4837019029249434,-0.1117082685211037,0.0554378895156447,0.9445621104843552,0.030061829192580956
original,3,0,1,0,1,0.5196022924551632,0.134355448929179,0.0467208321185198,0.95327916788148,0.10168386385002354
original,3,0,1,0,2,0.4801135952760086,-0.1363027737898823,0.0817185084866797,0.9182814915133204,0.08430251807953726
original,3,0,1,0,3,0.4729568666694561,-0.1853554795893206,0.073824160561804,0.926175839438196,0.07731217069262858
original,3,0,1,0,4,0.4630539649104437,-0.2532306434038072,0.0644346017280046,0.9355653982719953,0.05845477268657561
original,3,0,1,0,6,0.5440172418457516,0.3016971766102031,0.0523765417260678,0.9476234582739324,0.05172613808329308
original,4,0,0,1,1,0.5196022924551632,0.134355448929179,0.0467208321185198,0.95327916788148,0.0692260798908368
original,4,0,0,1,2,0.4801135952760086,-0.1363027737898823,0.0817185084866797,0.9182814915133204,0.078852194335134
original,4,0,0,1,3,0.4806488119894113,-0.1326343619463139,0.0745567308561652,0.9254432691438348,0.08166708289186646
original,4,0,0,1,4,0.4774153602603225,-0.1547966605471661,0.0654903965506435,0.9345096034493564,0.04990320892970332
original,4,0,0,1,6,0.5439479633780174,0.3012223372690981,0.044739556316205,0.9552604436837951,0.043482882032061805
original,5,1,1,0,1,0.522026690220705,0.1509724365043476,0.0337853686607316,0.9662146313392684,0.09273688641979604
original,5,1,1,0,2,0.4663559467181039,-0.2305986349721952,0.0788247970970145,0.9211752029029856,0.0781348512002758
original,5,1,1,0,3,0.5088378350436215,0.0605751239332741,0.061899711181228,0.9381002888187718,0.08150503610884166
original,5,1,1,0,4,0.5274080068606805,0.1878563476411562,0.0539820691646284,0.9460179308353714,0.06616104865426782
original,5,1,1,0,6,0.4837019029249434,-0.1117082685211037,0.0554378895156447,0.9445621104843552,0.051953166489077364
original,6,1,0,1,1,0.522026690220705,0.1509724365043476,0.0337853686607316,0.9662146313392684,0.05740211089827005
original,6,1,0,1,2,0.4663559467181039,-0.2305986349721952,0.0788247970970145,0.9211752029029856,0.06384565962037854
original,6,1,0,1,3,0.4750409200691556,-0.1710712355015709,0.0700757715795243,0.9299242284204756,0.060938862042922315
original,6,1,0,1,4,0.5529276297711349,0.3627695829415697,0.0517408808164286,0.9482591191835712,0.06018863065432576
original,6,1,0,1,6,0.4894283535174413,-0.0724587857432277,0.0524220697554013,0.9475779302445988,0.05441946737675312
original,7,0,1,1,1,0.5196022924551632,0.134355448929179,0.0467208321185198,0.95327916788148,0.10168386385002354
original,7,0,1,1,2,0.4801135952760086,-0.1363027737898823,0.0817185084866797,0.9182814915133204,0.08430251807953726
original,7,0,1,1,3,0.4806488119894113,-0.1326343619463139,0.0745567308561652,0.9254432691438348,0.08592535135937704
original,7,0,1,1,4,0.4774153602603225,-0.1547966605471661,0.0654903965506435,0.9345096034493564,0.06876099768975169
original,7,0,1,1,6,0.5439479633780174,0.3012223372690981,0.044739556316205,0.9552604436837951,0.0604617046632221
original,8,1,1,1,1,0.522026690220705,0.1509724365043476,0.0337853686607316,0.9662146313392684,0.09273688641979604
original,8,1,1,1,2,0.4663559467181039,-0.2305986349721952,0.0788247970970145,0.9211752029029856,0.0781348512002758
original,8,1,1,1,3,0.4750409200691556,-0.1710712355015709,0.0700757715795243,0.9299242284204756,0.0882346558787355
original,8,1,1,1,4,0.5529276297711349,0.3627695829415697,0.0517408808164286,0.9482591191835712,0.0802718379100149
original,8,1,1,1,6,0.4894283535174413,-0.0724587857432277,0.0524220697554013,0.9475779302445988,0.07546837375048487
